order_id,payment_sequential,payment_type,payment_installments,payment_value,profit
OaXpik8EJYUZ,1,credit_card,3,40.02,4.80
LnKP80aWwthl,1,credit_card,1,234.34,28.12
WKIh4iRjLg5g,1,credit_card,3,90.89,10.91
X9bTkm1xPEM3,1,credit_card,3,143.34,17.20
03oRA789APgK,1,credit_card,1,74.47,8.94
ENE2xoFWBYUn,3,voucher,1,379.97,45.60
s6QkbmfhVbXR,1,credit_card,2,190.04,22.80
VAPUS8SfLl0H,1,wallet,1,336.08,40.33
9jqq6ASUuDCb,1,credit_card,6,183.43,22.01
9kkFESW4dnpL,1,wallet,1,18.17,2.18
59DylQrfbNW6,1,credit_card,5,48.05,5.77
GZM2o8wVXD61,1,credit_card,3,205.18,24.62
DSmqKcS3RJpT,3,voucher,1,447.68,53.72
1p8fN0aIkG73,1,credit_card,4,419.94,50.39
khTt64AkBbZ5,1,credit_card,10,242.03,29.04
dMxuW4lu2aPI,1,credit_card,6,5.01,0.60
v5F14D3uS5lf,1,credit_card,2,49.05,5.89
IC8sOZcGflL2,1,credit_card,8,327.49,39.30
WiwMY7PRT3K3,1,credit_card,1,5.03,0.60
zt3nmLDiqkqL,2,debit_card,1,372.99,44.76
jVgz0ZdXkYP1,6,voucher,1,88.39,10.61
dpgF1XEGHjCa,1,credit_card,3,235.79,28.29
bJlHbKN0IQOW,1,wallet,1,312.18,37.46
yZYf8gzleG2d,1,wallet,1,131.43,15.77
1IaTGi3f7xk8,1,credit_card,4,48.84,5.86
N3Gr50L3pq0u,1,credit_card,9,308.86,37.06
ikWqlcW75TAD,1,wallet,1,394.29,47.31
vzXO3QXx3iwZ,1,credit_card,4,336.98,40.44
Lt14HCzVM2qw,1,credit_card,4,5.5,0.66
6bq5trgJctif,1,credit_card,1,160.03,19.20
43fvpb6qLgKA,1,credit_card,1,221.08,26.53
Yz9emSNDrX8W,1,credit_card,6,861.26,103.35
QaUWrXXpbPgb,1,credit_card,6,219.73,26.37
UaXYG41uCZ0A,1,debit_card,1,89.86,10.78
wRdpIQLmn3R1,1,wallet,1,201.07,24.13
RLEZMzw02qO7,1,credit_card,3,609.24,73.11
oXRLnrncV0Lx,1,credit_card,1,244.38,29.33
XboXUbgYzQzL,1,credit_card,1,196.9,23.63
01PTGbWMQGze,2,voucher,1,320.73,38.49
2lGj7SqtZL6Z,1,credit_card,2,120.18,14.42
vUhGTSAEllAi,1,debit_card,1,4.16,0.50
ICPPQjENdHpB,1,credit_card,5,144.98,17.40
jl8SDsVrrdsv,1,credit_card,8,265.62,31.87
8YnvLlLGs1l9,1,wallet,1,193.99,23.28
kWDPkMgRNo5z,1,credit_card,3,307.09,36.85
PBrOMuixrLvt,1,wallet,1,188.79,22.65
b803KwPJmmWh,1,credit_card,1,44.5,5.34
TqkrzugMoIJp,1,credit_card,6,23.47,2.82
DAfLcew3eX6B,1,credit_card,1,307.73,36.93
TaJ1DXcxIWGg,1,wallet,1,118.34,14.20
SKKsvMKdMNue,1,credit_card,1,193.53,23.22
fcUJ2t7vYycv,1,credit_card,5,36.22,4.35
STgAOcQLuCvZ,1,credit_card,6,241.99,29.04
6b3DbAED8SR8,1,wallet,1,109.28,13.11
74nah3j0yuKU,1,credit_card,10,215.14,25.82
cwtygSEuMclA,1,credit_card,5,240.6,28.87
cJEBZipAq3al,1,credit_card,1,193.99,23.28
G7qRNblWfEVZ,1,wallet,1,172.33,20.68
LM4nHXwyrzAL,1,credit_card,4,571.85,68.62
Eq11x3dlCt09,1,credit_card,8,86.48,10.38
UBldTyNnZpSL,1,credit_card,7,32.62,3.91
SQvWY5KByn2w,1,credit_card,1,189.72,22.77
014tq5IVnKnd,1,credit_card,7,665.87,79.90
SyOeDxxeTUBT,1,wallet,1,123.11,14.77
zM4B65QUxV58,1,credit_card,2,58.13,6.98
ePgnEGBvquJI,1,wallet,1,2419.2,290.30
IKMfmXhuIPxi,1,credit_card,5,475,57.00
ZXYv8w7w77W4,1,credit_card,5,65.57,7.87
hfv7SEbgXqPK,2,credit_card,6,676.96,81.24
ZRRlpWUfLmcl,1,credit_card,1,123.18,14.78
OAnuEnJKmU1l,1,credit_card,1,1400.33,168.04
MFupqgzMbMb2,1,wallet,1,158.27,18.99
uaXfYn0jldUO,1,credit_card,4,204.98,24.60
fG5s0lWLp2QW,1,credit_card,3,3005.06,360.61
D0ohdYcdVwxe,1,credit_card,1,197.25,23.67
PMgbuz01OGBv,1,credit_card,4,244.48,29.34
JOq3C2my14f2,1,credit_card,1,10.89,1.31
fruIoBjLP05V,1,wallet,1,57.83,6.94
izc3qORNbImf,1,wallet,1,57.43,6.89
vfEgE0KW7Jal,1,wallet,1,238.17,28.58
6wrXCo2sKPyW,1,credit_card,3,178.32,21.40
KESYDef30V1X,1,credit_card,1,354.17,42.50
9NBSK0Ne3RXT,1,credit_card,1,67.73,8.13
pOghjOGVVNOK,1,credit_card,6,65.36,7.84
4opsLn5bIYU3,1,credit_card,6,362.56,43.51
YKLCpntRAa75,1,credit_card,3,109.11,13.09
Rvn2MMF2HVXC,1,credit_card,1,991.55,118.99
wk27p2wpjylF,1,credit_card,3,14.15,1.70
IJsQN9ziYIE1,1,credit_card,3,150.95,18.11
EJ4D8t96bgRX,1,wallet,1,76.81,9.22
QwaYhus0Vlfd,1,credit_card,6,156.95,18.83
hzmqo2N9cWBh,1,credit_card,3,244.35,29.32
6P0ctVYKHnlS,1,credit_card,1,135.15,16.22
0C4Gntfalo0k,1,credit_card,6,21.55,2.59
n6BVbYMOnSUp,1,credit_card,4,70.13,8.42
knI83WtCZea5,1,credit_card,1,1035.55,124.27
YDnHFcu8VtdG,1,credit_card,1,310.81,37.30
3m7QuHrKRYEj,1,credit_card,1,108.67,13.04
zZe08vcxsoOd,1,wallet,1,41.83,5.02
2u7cDwqXP437,1,credit_card,10,391.08,46.93
8gVvOD86gWRL,1,credit_card,1,369.87,44.38
AAJ8M7HrPGAh,1,credit_card,10,220.8,26.50
0VoZB54AeZJf,1,credit_card,1,95.43,11.45
AAdLJHb1Exo2,1,credit_card,2,280.91,33.71
vQxS1DqmrmCy,1,credit_card,2,68.37,8.20
9WAG8nmSEE4g,1,wallet,1,292.94,35.15
4uEse2ryQdol,2,voucher,1,144.26,17.31
yubMt3ymyuwj,1,wallet,1,163.73,19.65
NsJNR9Ggyo4i,1,credit_card,10,231.45,27.77
VZpeh6PLmgho,1,wallet,1,87.42,10.49
6SsN2jkKFvwp,1,wallet,1,88.87,10.66
BSe3mtePwnXS,3,voucher,1,306.63,36.80
21CEqVPQMjO3,1,credit_card,1,103.48,12.42
2NmW69sExdu7,1,credit_card,3,143.24,17.19
j19qsJJyfX7X,1,wallet,1,243.95,29.27
yMc8JJk8tzza,5,voucher,1,491.52,58.98
FaY8T6rr78uU,1,wallet,1,403.23,48.39
AODY6oOodmqG,1,credit_card,4,23.12,2.77
9nl7qvpR1mx4,1,wallet,1,19.93,2.39
DjqK1E4KQw2h,1,wallet,1,18.96,2.28
KwHbBv9HvPnH,1,credit_card,10,375.12,45.01
hrk9X38fXw7F,1,credit_card,4,99.24,11.91
6h0GsIDtGFNh,1,credit_card,3,190.04,22.80
21nHWP6rc9r4,1,wallet,1,417.83,50.14
uneZvOXqZsyM,1,credit_card,10,154.78,18.57
54bTgv0LGBwh,1,wallet,1,75.37,9.04
aP5OWlCOuGHR,1,wallet,1,185.57,22.27
i7n2DLpvGZMF,1,credit_card,10,232.19,27.86
jY09XYGqN23V,1,wallet,1,176.31,21.16
WoM9pAgo55vV,1,credit_card,4,114.25,13.71
izxYHLoyVtRy,1,credit_card,2,520.89,62.51
2k1PLL1GOze9,1,credit_card,2,108.12,12.97
djwUKtcHMSOk,1,credit_card,4,63.93,7.67
1idb1jMMzk93,1,credit_card,2,56.84,6.82
LqcaoekDbiN2,1,credit_card,10,90.11,10.81
2L8N2LfMSJgj,1,credit_card,5,101.55,12.19
ZvRZIYkNWeM3,1,wallet,1,210.96,25.32
kRHPXAIz1Fua,1,wallet,1,358.04,42.96
pUDLs3U77nWy,1,credit_card,1,364.41,43.73
OfLOHyYgBjLA,2,voucher,1,6.7,0.80
WGSOnDpHkoAX,1,wallet,1,106.47,12.78
iS7Ydy4qeGVt,1,credit_card,1,277.25,33.27
HdTsNmisfTO3,1,wallet,1,322.1,38.65
8932NrjufzSC,1,credit_card,7,54.07,6.49
lJKtXugryeZI,1,wallet,1,286.85,34.42
w68071lxYIsr,1,credit_card,1,245.48,29.46
RXtoDDFrTMNa,1,credit_card,10,320.18,38.42
csrfxNLcv8cD,1,credit_card,8,217.15,26.06
v1bxtZ1npWIG,1,wallet,1,8.99,1.08
sL51TvfDS0eZ,1,credit_card,3,8.92,1.07
okBuDxZQsgzB,1,credit_card,2,426.43,51.17
vD81gePSIQNv,1,wallet,1,168.24,20.19
CWCNoQnbMrL0,1,credit_card,5,282.07,33.85
2ORcPzhNfRol,1,credit_card,10,408.18,48.98
yJAyB27SAfEl,1,credit_card,1,1333.25,159.99
mTIvECvMbrq8,1,wallet,1,188.39,22.61
s7JAuUq7JapN,1,credit_card,10,373.11,44.77
yJyjM7UK19ix,1,credit_card,2,311.32,37.36
NGP14oJZtbhD,1,credit_card,2,518.77,62.25
VmXBjUZQOMwE,1,credit_card,2,227.13,27.26
1NIoO05EddNc,1,credit_card,3,90.36,10.84
G5QtMD9lChYo,1,credit_card,3,2734.11,328.09
pmq4gMnS6sqJ,1,credit_card,1,65.86,7.90
XuecGrhROLBA,1,credit_card,7,464.98,55.80
ey7eyN9mLQgx,1,credit_card,1,395.46,47.46
6NdOaYFtYteD,1,wallet,1,541.97,65.04
cqtV1NGo4P1l,1,credit_card,2,318.79,38.25
bMq9y97sK1N1,1,credit_card,1,648.9,77.87
pfYMHtg4aAxt,1,wallet,1,44.51,5.34
hI92AUgImRYR,1,credit_card,12,100.72,12.09
qmlXGIIJtTIw,1,credit_card,4,428.58,51.43
PLmjum49WIXn,2,voucher,1,75.83,9.10
rl806vm3RKfY,1,credit_card,7,293.39,35.21
zBOze1yOKN6k,1,credit_card,1,148.87,17.86
5VsNUn8KMqPS,1,credit_card,5,125.54,15.06
FT9Mst8qb9CP,1,credit_card,4,278.52,33.42
SCw8p0Lz1uoF,1,credit_card,8,116.58,13.99
di4V6VyKZR4h,1,credit_card,1,178.12,21.37
ZYXm1U7jjOcK,1,credit_card,2,90.74,10.89
6phY4zmQ35qa,1,credit_card,2,183.03,21.96
Gy4My0WWt00B,1,credit_card,10,334.34,40.12
dhv8I2YSBjUO,2,voucher,1,32.79,3.93
jSsBHwPgV4jx,1,credit_card,8,89.28,10.71
7G7wKZIaHzry,1,credit_card,10,313.28,37.59
AngtUPKCP1KB,1,wallet,1,397.86,47.74
o5JCrV8cvU0w,1,credit_card,2,193.53,23.22
BXzNKxzFuyMH,1,credit_card,1,287.06,34.45
WkJ7uJVsPoEu,2,voucher,1,329.5,39.54
oihuaHk1wXqz,1,wallet,1,58.57,7.03
IgSUbgrIWrsA,1,credit_card,10,120.53,14.46
v3MDNW9PzFNM,2,credit_card,5,60.95,7.31
QkBiZyQaA7sh,1,debit_card,1,62.76,7.53
LuafExtIm9cY,1,credit_card,3,43.6,5.23
oHzxcCONIuEb,1,credit_card,2,131.08,15.73
DSqXkHtXUZcb,1,credit_card,2,175.46,21.06
AEVyitAkI8KA,1,wallet,1,97.19,11.66
398KHDHwqrYr,1,credit_card,1,20.68,2.48
IT2R9yAQclqn,1,credit_card,5,41.51,4.98
lmckvRtx2sKT,1,credit_card,1,33.29,3.99
6nSUN0CORD0Z,1,credit_card,4,127.92,15.35
Qpn3eP17SVSB,1,credit_card,1,188.79,22.65
IOyMCccmg77F,1,wallet,1,133.06,15.97
S5wJpzXIpmL1,1,credit_card,2,49.23,5.91
d2AKjxIxYyBk,1,credit_card,2,212.49,25.50
WJSBxVswQ7Md,1,credit_card,8,1069.22,128.31
qZoZkqjfHine,1,wallet,1,48.33,5.80
EtXSg8qgjcjG,1,wallet,1,967.67,116.12
x4nkxICknBwD,1,credit_card,2,440.23,52.83
lQsXLL2tzjYE,1,credit_card,1,126.72,15.21
lV3HBvShDxxZ,1,credit_card,1,237.92,28.55
qxKCXsLhOdGX,1,wallet,1,186.42,22.37
8Qd59RnH5idV,1,credit_card,4,35.33,4.24
SpYcczKfE7eN,4,voucher,1,353.09,42.37
wLRxUEeg4AFt,1,voucher,1,161.21,19.35
A3qhKV0vOcH6,1,credit_card,3,48.4,5.81
w8dLNnC1N04R,1,credit_card,4,275.9,33.11
i0pnJ0ZbUasR,1,credit_card,4,68.25,8.19
s8vYAuDK0Ljq,1,credit_card,10,253.29,30.39
TbT7UMiRPx3T,1,wallet,1,267.45,32.09
UA26dcSTGMtX,1,credit_card,1,147.84,17.74
UnvFCuyq1PEF,1,credit_card,1,56.87,6.82
qZr4oB62o3V0,1,credit_card,5,31.06,3.73
CAzhCOLLUOTl,1,credit_card,3,107.49,12.90
VyekJNNzTwEN,1,debit_card,1,86.46,10.38
R2gmrNbOc8T2,1,credit_card,3,8.91,1.07
dpaRccToIJuO,1,credit_card,6,73.81,8.86
k6Ho1u1G0gmr,1,credit_card,1,340.24,40.83
RXPvk8PYtODf,1,credit_card,8,42.21,5.07
PX7NSXrmb5k4,1,credit_card,1,361.47,43.38
wQLN2VC0JJtS,1,credit_card,3,396.19,47.54
w97dTcUSjcP3,1,credit_card,10,75.46,9.06
SbxWdn6mibA7,1,wallet,1,136.66,16.40
K0NwEqu0cyQz,1,wallet,1,209.23,25.11
neQHhpWr0wgW,1,credit_card,3,125.78,15.09
Xv1ooBCKDInD,1,credit_card,6,249.76,29.97
UyfSEbKSZXeH,1,credit_card,10,34.73,4.17
SZAqpfxJRzwg,1,credit_card,3,31.15,3.74
khD878IakEj6,1,debit_card,1,109.16,13.10
MZwumRer19ma,1,credit_card,4,631.41,75.77
A1mcArojQ4LL,1,wallet,1,70.9,8.51
XqzcoyQUseIs,1,credit_card,3,170.58,20.47
r0Zvhvohaib7,1,credit_card,1,334.45,40.13
njcTGxTd7llw,1,credit_card,3,94.85,11.38
wHdrt1g8YAyG,1,wallet,1,204.52,24.54
qmPiCskcQSRW,1,credit_card,5,175.06,21.01
EEKUNwNzIOkH,1,credit_card,4,87.21,10.47
tiuJpa1EkvGR,1,credit_card,4,153.99,18.48
BGHnywBjd7r6,1,wallet,1,183.56,22.03
XniA6QQA3v2Y,1,credit_card,3,276.71,33.21
vy8e95Kpemhf,1,credit_card,8,68.61,8.23
eDPmgHoXVx3c,2,voucher,1,1843.85,221.26
HTojS0LMOAz6,1,credit_card,4,342.69,41.12
biTKRKgx2qO6,1,wallet,1,34.64,4.16
L1sFPPloluAD,1,credit_card,1,30.47,3.66
AkGREthSXBvr,1,credit_card,1,34.91,4.19
H5d1kcTSuxDi,1,wallet,1,244.08,29.29
1qgkgK2dTrIU,1,credit_card,1,8.6,1.03
s10Hgk0Psy0l,1,credit_card,2,254.48,30.54
71fmBwNjyg4D,1,credit_card,1,227.74,27.33
evFZakzr4uke,1,credit_card,3,18.22,2.19
kgxv41sE9B40,1,credit_card,2,55.67,6.68
MIrlXBVDkfG1,1,credit_card,10,0.17,0.02
LmYJcDaoIteL,1,debit_card,1,119.67,14.36
xhoeOA4cOR9g,1,wallet,1,22.38,2.69
eqDvmwueeJtm,1,voucher,1,30.78,3.69
WsIw7sP8EzH3,1,credit_card,4,819.32,98.32
vbfnGVcisq6n,1,credit_card,1,29.6,3.55
dBsVbg2Ps7uj,1,wallet,1,33.49,4.02
o6wkh6v4vLDN,1,wallet,1,294.3,35.32
li3nOs5AtvLM,1,credit_card,4,390.37,46.84
sEXrG3ivlu6H,1,credit_card,8,197.49,23.70
sHzYeBds6lIm,1,credit_card,4,305,36.60
lePzIJTCVzYI,1,credit_card,5,260.13,31.22
eofSAPei41Jg,1,credit_card,1,27.23,3.27
fUIo03UgQCMD,1,credit_card,3,64.86,7.78
bYiXEseXDsGA,1,voucher,1,243.23,29.19
JmlrIKxHK43b,1,credit_card,10,460.18,55.22
EEEqZ01y3tEN,1,credit_card,3,200.13,24.02
cduzvBtociUO,1,wallet,1,101.86,12.22
sWsMk1Z5SviF,1,credit_card,10,644.15,77.30
pInt6MgXLReE,1,credit_card,1,28.32,3.40
UmQ6idodSkuE,1,credit_card,1,67.64,8.12
TD4LXhUFyZfS,1,credit_card,7,408.09,48.97
uthnxkjB80EL,1,credit_card,2,128.89,15.47
ryIaNAePSoBA,1,credit_card,1,538.36,64.60
eIwMQhx9tguE,1,credit_card,3,23.48,2.82
9DwhPDux7Rfj,1,wallet,1,125.08,15.01
WgYwervha40d,1,credit_card,2,1038.56,124.63
NxkJN1nDH6eO,1,wallet,1,126.77,15.21
TUzpTh3L4KqY,1,credit_card,10,103.06,12.37
vWzBYRUywvyQ,1,credit_card,1,181.55,21.79
GWiChj67ntKy,1,wallet,1,205.34,24.64
GtZPG24sO6dX,1,credit_card,1,27.38,3.29
rtNFMirTUYW3,1,credit_card,1,39.1,4.69
4Lf7WeJGHmdB,1,wallet,1,41.17,4.94
Tr1PQrWoeeoY,1,credit_card,3,426.09,51.13
G4uFnwH3Wu4O,1,credit_card,1,126.72,15.21
wkQsDTlkZT5m,1,credit_card,1,92.27,11.07
bgpZVY6U64j8,1,credit_card,10,104.7,12.56
JPzNFoEiUK7K,1,credit_card,8,73.27,8.79
03Hnq7RnUpHA,2,voucher,1,84.67,10.16
8JotWAURC9AY,1,credit_card,3,47.57,5.71
ZOqrYZiDNQrE,1,credit_card,8,142.75,17.13
pRZarLTy6cVZ,1,credit_card,1,193.71,23.25
W1jnEcpCqqKu,1,credit_card,4,4,0.48
zsdgkK5ZBsYw,1,credit_card,1,278.47,33.42
id9txCIS2U5W,1,credit_card,2,262.67,31.52
1CcJSEGrgHWY,1,credit_card,5,732.68,87.92
3hWNysptIX4b,1,credit_card,7,226.36,27.16
rLJMRbMt2Orn,1,credit_card,1,189.1,22.69
2sxJ1myRyJJC,1,credit_card,7,185.98,22.32
3YYsdka9KFGx,1,credit_card,1,16.37,1.96
TqQHWPTLxpsj,1,credit_card,1,148.88,17.87
cFChdzsEzStN,1,wallet,1,204.28,24.51
7x2VwQbTuOuP,1,debit_card,1,404.17,48.50
cWnAG4KIZPa4,1,credit_card,1,552.26,66.27
9mNG4TdYUaEl,1,credit_card,4,283.61,34.03
XaVftel6IS3f,1,credit_card,4,266.18,31.94
ZcYv86p2tFmW,1,credit_card,8,26.49,3.18
hQ7si0LqYpYe,1,credit_card,5,203.13,24.38
YNMr2zW2pMol,1,credit_card,2,48.43,5.81
W6R5EDaY5Oiz,1,credit_card,4,48.41,5.81
2ZVtgQLLSdNp,1,wallet,1,166.02,19.92
KMnLbh9dOV53,1,credit_card,3,103.59,12.43
zTI2InKC4FsN,1,credit_card,7,347.89,41.75
Enwhho3Y0mUg,1,wallet,1,190.86,22.90
YpjqiG20cDia,1,voucher,1,33.48,4.02
NFHdZFj8LOqa,1,credit_card,2,34.76,4.17
IyngZX1eQqkt,2,voucher,1,381,45.72
2ncsj24wZKno,1,credit_card,1,865.38,103.85
uzICSU2XcaTT,1,debit_card,1,186.42,22.37
aasYOvnWVMo4,1,credit_card,1,1221.39,146.57
FH5DxeKxYcpS,1,credit_card,2,54.89,6.59
FlL4zZmuPbqO,1,credit_card,8,20.95,2.51
kx2U1jmflnmz,1,credit_card,3,38.51,4.62
u8BG8OF8W0a6,1,credit_card,1,337.42,40.49
6ZnpKfBQHWNn,1,credit_card,6,872.64,104.72
4ASbHNq0JlNq,1,credit_card,1,408.37,49.00
LBIt9f8Fa2uT,1,credit_card,3,221.89,26.63
V1PeYmUEUYlA,1,credit_card,3,166.02,19.92
B3ag2LAhKW0d,1,credit_card,1,267.45,32.09
APl1n2zNGjC1,1,credit_card,9,449.33,53.92
6HvybB61YCLi,1,credit_card,10,547.2,65.66
2NMGj1sf6m0H,1,credit_card,2,88.1,10.57
yjNwJBpAYnCf,1,credit_card,1,303.68,36.44
WwMH5V2QMvk2,1,credit_card,2,270.89,32.51
6fyA7esrWPmn,1,credit_card,3,208.79,25.05
cYVJRWemr8TW,1,credit_card,1,125.26,15.03
smGUWhK0kHQj,1,wallet,1,323.91,38.87
GKxSnLyoexrg,1,credit_card,1,1125.36,135.04
wUqI7T5q7Gck,3,voucher,1,12.14,1.46
gbiYigZrBcLu,1,credit_card,2,504.56,60.55
yNBDIy5jEv5K,1,credit_card,3,1672.67,200.72
h493dwpyy2hP,1,credit_card,5,170.86,20.50
L3LfVGGbiEMe,1,credit_card,4,357.62,42.91
tb29yWKgCRNZ,1,credit_card,3,183.28,21.99
JGSOFk8cCRDy,1,credit_card,10,167.02,20.04
SrxeWWvU7d6w,1,credit_card,3,29.77,3.57
0ugqYwfDx3IG,1,credit_card,2,214.27,25.71
L5E8dMhORryj,1,credit_card,1,342.38,41.09
b8PfmgXcT3DL,1,credit_card,4,369.69,44.36
DustkvM2SxXv,1,credit_card,10,546.03,65.52
XlKQdp1xZB28,1,credit_card,6,50.16,6.02
ER5GZyngSqOD,1,credit_card,1,148.07,17.77
iDle3yAwlFdo,1,credit_card,2,449.48,53.94
h4h2nmeus55s,1,credit_card,1,121.8,14.62
5SUXhHoNtpE4,1,wallet,1,165.62,19.87
kneFLaM07QZX,1,credit_card,3,124.34,14.92
DFNURVYcvCVm,1,credit_card,10,476.38,57.17
sg9Hg7CbwD7H,1,credit_card,2,0.33,0.04
BIPHtPYInFam,1,credit_card,4,260.57,31.27
TUUA5YucOT9G,1,credit_card,5,920.2,110.42
sn7BxxzsEmZz,1,credit_card,3,252,30.24
MsR6hyUKFkY0,1,wallet,1,251.98,30.24
NxnnOK5mAVms,1,credit_card,10,455.39,54.65
JOKfAvLFUHDp,1,wallet,1,518.04,62.16
7hlSZzbucNCd,11,voucher,1,64.01,7.68
7Q511zN5X4Ca,1,wallet,1,115.91,13.91
KxbqBehHiGt9,1,credit_card,1,166.38,19.97
cAIsFj6ANXfU,1,credit_card,10,91.2,10.94
OBo3ubIxIViV,1,wallet,1,75.82,9.10
QFHR00xC4apq,1,credit_card,9,288.19,34.58
THofkRCtgGWk,1,credit_card,4,189.1,22.69
CyLuBfi1sA4e,1,credit_card,5,56.46,6.78
l0TpLmarkXEA,1,wallet,1,147.36,17.68
8yupocCdpBi7,1,credit_card,10,342.03,41.04
ACMxg4UbChOG,1,credit_card,1,124.22,14.91
155F7MM1yAet,1,credit_card,3,118.15,14.18
HpJ9kNTOJ4Bq,3,voucher,1,509.66,61.16
L4WRiD6BJkYL,1,credit_card,3,81.89,9.83
6u4Q7AFcmc4g,1,credit_card,1,113.61,13.63
CMUqS34kuK9i,1,credit_card,1,1016.06,121.93
RNAu0rUpx63z,1,credit_card,5,93.11,11.17
plQF356b2Tyd,1,credit_card,1,408.97,49.08
cLp8TyewPXLM,1,credit_card,10,1810.5,217.26
RxRlN3hKf4f6,1,credit_card,1,235.19,28.22
SogMmX1GBU8I,1,credit_card,3,130.43,15.65
NVkIyz7QZV1F,1,credit_card,2,113.21,13.59
luquvlUUMx0E,1,credit_card,3,366.69,44.00
2hR0vUPOB6cW,1,wallet,1,407.02,48.84
iUi0tswQGoYq,2,voucher,1,473.84,56.86
AuxMXB4rMnmO,1,wallet,1,133.17,15.98
4E70FAxgHrio,1,credit_card,10,284.2,34.10
cRxsdcV3KEe1,1,credit_card,1,408.16,48.98
P1YICUCLbYpg,1,credit_card,1,197.43,23.69
92X2x5Ug6HYu,2,credit_card,3,61.04,7.32
bVjaercDPV17,1,credit_card,7,66.15,7.94
3CHZbH7rJdy4,1,wallet,1,21.78,2.61
8PX1tIB1AOOT,1,credit_card,8,434.35,52.12
OBhh9fs5IX0O,1,credit_card,6,96,11.52
N03tkCZyBzgz,1,wallet,1,1418.86,170.26
ppByFqrHaSVn,1,credit_card,7,1016.06,121.93
QLUg1H43VI1V,1,credit_card,3,556.24,66.75
N2tR1Gocualv,1,credit_card,1,48.02,5.76
sYlJ3YAiiMTP,1,credit_card,1,283.53,34.02
hzGCMeT5f8CR,1,credit_card,4,166.46,19.98
U32Iejkq6bbs,1,credit_card,1,222.86,26.74
DekOFgILSpk5,1,credit_card,1,449.84,53.98
GOS1EIZ1PQij,1,credit_card,4,1992.42,239.09
0EtOcosp3Hn0,1,credit_card,2,234.52,28.14
WXTrXWiCoXPz,1,credit_card,8,158.95,19.07
wtpy9NOCMDfb,1,credit_card,1,209.08,25.09
SRde8IoDYJBA,1,credit_card,1,170.23,20.43
6A4y1cU8EWKn,1,credit_card,1,93.3,11.20
YHvmw79ItfZY,1,wallet,1,39.23,4.71
FtiyQmgYTZOS,1,credit_card,3,67.75,8.13
VbbaUXLlx4xD,1,credit_card,3,430.28,51.63
IvQmSKFqGk8Y,1,credit_card,3,123.29,14.79
OiqWb7csuYNX,1,credit_card,1,323.47,38.82
bDv82hFOz7gB,1,credit_card,3,134.19,16.10
Sqls1AWDNlez,1,wallet,1,254.24,30.51
s7H3OsSkGdPy,1,credit_card,1,416.59,49.99
tYoa6Kw32Pf3,1,credit_card,8,197.64,23.72
LK1ZLo4egG64,1,credit_card,1,246.44,29.57
yXOR8tI48LNI,1,credit_card,8,143.21,17.19
4ct66EzpJJYk,1,credit_card,4,265.49,31.86
yiE4rPBtCSfF,1,credit_card,8,1643.04,197.16
uGcmddZuaRUo,1,wallet,1,138.34,16.60
JRYypUMRtaI6,1,wallet,1,1300.57,156.07
3wEqulMmeJIJ,1,credit_card,4,163.65,19.64
6SJaY1jfq9on,1,wallet,1,38.51,4.62
b125RFa2FNyC,1,credit_card,2,344.32,41.32
O2oevtewfSfG,1,wallet,1,612.54,73.50
7z1HAVNwPr8o,1,credit_card,4,721.74,86.61
dujTgXPhPuk5,1,credit_card,1,738.19,88.58
uJnH86bSjt5d,1,credit_card,7,655.16,78.62
bOFkkXP7Dv64,1,credit_card,10,302.46,36.30
3SooViPCPl7P,1,credit_card,1,102.05,12.25
7Zt1XIJbKaAt,1,wallet,1,17.55,2.11
RhdkpK9s8rct,1,wallet,1,69.66,8.36
gwehrpK2Wjb5,1,credit_card,1,165.58,19.87
bxPeH5r5NaId,1,credit_card,7,34.73,4.17
MYVAx7t6EiRR,1,credit_card,2,318.82,38.26
OiRjEj7EbP3Y,1,credit_card,2,573.78,68.85
agEshzze8IgU,1,credit_card,1,805.75,96.69
df8booy65qTa,1,wallet,1,238.43,28.61
bWzsCRr6ZQLC,1,wallet,1,152.88,18.35
F2l2uMVrH3tw,1,credit_card,6,185.69,22.28
MdaRhDbUaQUc,1,credit_card,1,41.43,4.97
OTVyZm770zAM,1,credit_card,1,0.48,0.06
RmcwOdWkQfO1,1,wallet,1,208.12,24.97
iWXTGeMPCWQT,1,credit_card,3,106.56,12.79
OCPllpZABixs,1,wallet,1,546.03,65.52
SRQsPezFYawe,1,credit_card,7,274.88,32.99
01PfNrp3s7cN,1,credit_card,2,135.67,16.28
vnI3LuK3vavJ,1,wallet,1,201.77,24.21
zO3c2Y5BNhok,1,wallet,1,209.47,25.14
aoQZaFnrkjtk,1,credit_card,1,100.8,12.10
k5HL2UF7QoEj,1,wallet,1,235.22,28.23
gqctCaKbFeVn,1,voucher,1,126.81,15.22
FqjXt04v9yQq,1,wallet,1,1.45,0.17
iOKXcxPmDkCo,1,credit_card,8,247.99,29.76
d4GSRSFf3vi1,1,credit_card,2,259,31.08
7KkqNWztVrzF,1,credit_card,1,228.24,27.39
I1F3pBHkF47n,1,credit_card,10,315.02,37.80
Ih1CCSwxyVXb,1,credit_card,8,44.25,5.31
ZGZ1Mwlb3MYB,1,wallet,1,96.68,11.60
iyGo7DeUsgUM,1,credit_card,5,224.01,26.88
ixbrgip7qavn,1,credit_card,2,75.74,9.09
