order_id,product_id,seller_id,product_category_name,price,shipping_charges,product_weight_g,product_length_cm,product_height_cm,product_width_cm
XL5tLkOC6rZy,jflkpL04qOoo,8mVLKV0XOTsx,toys,23.95,25.4,9500,16,60,40
Qnhr8REAY0rr,imQEyhDvakw5,FyGe20sU2FpT,toys,141.93,11.6,4600,40,11,30
BCxLd0LG8hez,tDA8z12IdAN0,AYTvmj7w9EFz,toys,109.82,6.87,400,16,13,11
k7Iag91YrCKG,PZlgFAEXOOs1,CutJkKSkib8L,toys,127.77,74.31,150,34,15,16
6ozjspifh73i,YD2ltug6xC68,WUOUhAYcu4tr,sports_leisure,518.18,47.55,225,18,15,16
R9Xdzo8iAjds,hR98bhpgGNK3,qI9UblMbsm1o,toys,133.05,32.34,200,16,5,20
LVwxrvncJNbw,ALi7tdjI6dw1,RFMenJSKu8hK,toys,403.9,2.46,400,25,15,20
34f26PE0bxgt,jcBRzEAbr0bA,RKad98cTxhSb,toys,34.89,56.65,4600,36,10,20
mEt0QKpwiXHq,qOiDnN39CMGm,yHsOFiqVrV1u,toys,517.65,45.52,6550,38,30,28
6vP5dpRkHlVk,hOjrYphon9Nb,EGW4UK5bOeEZ,toys,335.99,63.2,7300,53,51,18
xjcowWpSQ2xK,PyjlDSHRGdSt,al4fWZ5NFQzG,toys,34,19.65,1850,24,36,23
tfjQqL06ctsW,l6MRjsLDsQZI,1svDQkmb2Knh,toys,26.77,8.26,1300,40,40,16
dk5h5BfBh4UZ,3oBl40sQGzjp,FcrnIEqLCqVq,toys,34,31.47,207,17,12,13
fGfJ6aPAAcvN,xl7fxh09W8xU,HQ4j3Fr6B61e,toys,310.99,26.48,4105,67,10,67
ERmwilmS2Fyc,wDAkYOieaW6E,9mUBYR4LiO1Z,toys,2130,38.98,600,18,4,12
CrPKxdC62ANo,Qf3jXDCJPvkJ,HaUIinFOemaU,toys,435.55,150.8,350,19,12,13
M2qUhyZNvDeT,ikvj9oDuAFhZ,YjE8stHK4BUV,toys,692,82.01,500,17,5,13
f24ihbr7jPWv,54rPagIMtoN3,4mKqWzXFLaBt,toys,310.01,121.95,9750,27,15,92
43qXvmwsuMjt,U2xpXf9qQpKY,2jTASjIU2rIf,toys,2498,215.43,2050,50,5,20
76HNWssT78Fu,C0UJeQIEY9Jj,Q4lnHFw86sJd,toys,117.7,256.13,1150,70,10,40
aQ4ryAjijssC,Rn36SMR5YEG8,QE9wiuh5KNOG,pet_shop,155.4,68.39,417,19,17,16
9MFeNmGshO14,hfEa3c65LTA2,0Mzbc3aACMOQ,toys,55.83,9.4,5950,20,20,20
tRc336WulKxY,iegAhUne9kFl,cFovkr5GFkYK,toys,399.2,52.58,8450,40,32,40
OCOBcq5ALDC3,TgyuoIJ35xKP,3cqSxyYyqpx6,sports_leisure,128.99,6.31,500,35,10,11
NLsBMPnOkkgg,g2nsxyGqPtjO,gmJ10puzztav,toys,121.85,21.04,275,23,18,28
maFg9t0LGWl3,uUO32zUsVqlR,yltqvkLskQa3,toys,206.57,43.58,350,19,7,12
qhF9bdXeZghg,8kUYWjdaVCxf,oI8R7WsNWWBc,toys,50.21,70.82,250,41,2,29
C5p5UGijeVvk,wdpjw3VuY93i,fqy45NqCEsmb,health_beauty,531.9,16.44,7400,34,25,17
hQlMyDmyaDnA,tNnGxdCaP7dG,cdFuckm1t0Np,office_furniture,91.33,127.82,8800,52,51,17
kwG0vh2qfsqr,BuMA9g0RCLlr,TBkUw9PKrND5,toys,78.8,10.8,450,16,7,11
AT0uNVNUHSut,XkdGgV5TEXZg,BWczKEOZMEFy,toys,2899,47.55,3000,69,11,11
2kiMZApVlpIQ,dAPwi6xFdiKf,8cMMpAAFEsxE,consoles_games,127.77,30.66,200,19,13,17
4hkDzOlkpuXx,LGi6nRdVQ1RH,i2VPd2aaDnzs,toys,142.14,111.21,3450,60,15,15
Ii6MfbkFH5nj,vLzJgpRoxzR3,7OKhjPME8ZK3,computers_accessories,56.89,27.32,214,18,14,13
zLYe4IqPotGv,kPeGVigxGdij,KIHrC3FMX5je,watches_gifts,60.09,3.49,275,16,14,14
2WRc9Px6pyhs,Kpz72xtWtiL4,rA6aq9wj3MEo,pet_shop,24.79,9.54,1150,40,20,30
YZgtjCtwebGZ,Biwi1BNtUB7l,r7VxefoTVHbb,toys,509.99,17.38,1500,30,22,30
xnv3rc9Ds86D,d9xd3kp0HEZP,3EIRvF91uvoZ,toys,59.65,22.91,13300,46,40,46
HQfaycEorgBq,MnQTgZv9qzQh,JWYza2OJmoNl,toys,193.25,30.76,2750,50,50,16
62ccxj1NL27S,HK7VO1IhaIbS,yfNN6zuwypOw,telephony,820,32.34,300,20,20,13
t29wfT0LhAcp,fBRPDvt9smc9,CtMaPBruHzFA,toys,94.19,3.51,315,14,13,13
fQkln3LslO30,4fN9ZAz1HeNL,W94sb8054CmB,furniture_decor,420.07,50.07,23700,49,42,42
Jl8pRSrSkWfV,lqwMMsiZnO6l,9mUBYR4LiO1Z,toys,399.2,47.55,200,18,4,12
EwZKbj3cCboW,YVfTmvnxoGBL,3Alp7oIhUtGc,toys,262.9,6.15,700,16,15,12
aiKKVdJPMUdK,2wAGSCJPFeKE,pXJs8DqWkqeN,toys,1899,20.9,300,24,24,11
uqYgphK3X2x1,EeuYDWKgQOMP,w64BqIsmpk4u,toys,33.41,28.36,200,24,7,14
0MEMy5n7jNbK,g2r2TXHe6HOU,Pop7GYTjKtm4,health_beauty,128.99,24.29,2700,21,16,31
fBEfagE8Z0QR,1Shu25hw8jmU,eOhcPgdVKUYw,sports_leisure,266.55,30.66,150,16,16,11
gzg6MqHec9Gf,H6EbpVsFlm5M,AHG0TE6bRNNY,toys,139.9,7.52,200,19,19,19
lwNrsvPlUUZn,2yAp5FAXHpyN,EGW4UK5bOeEZ,toys,62.7,28.86,7900,52,51,17
oOWWBGqrir6C,5p5SFlWRdguH,yHsOFiqVrV1u,toys,106.74,46.87,5700,39,30,29
PyfkEB28cTf1,vi4eFR4SslWH,MYhFT3ON1PHI,toys,399.2,30.66,343,32,10,20
DIgpwftAhEqK,65aAar9zakjQ,7ANVd9LVZplS,pet_shop,820.05,101.7,150,26,6,19
A8loHNfbZ75q,EYEzM1t9LJ3A,regXXvWjzQLh,toys,42.79,49.93,1600,30,30,35
S4817RJ5gEJq,y2MAnns4G96G,7OKhjPME8ZK3,computers_accessories,95.03,80.34,207,19,11,14
fpHPivsZE2s0,y8zYV49QkNwj,Ty2rCht628LC,toys,56.89,27.32,400,20,30,20
l1BL5OBB1tXL,ojwXUTbHaF2m,MrnDWxZVVLrO,toys,465,33.58,8975,35,52,36
3r2admMlOyXw,6A0wAMSn89UA,hmS6KkvxMbyF,toys,698.9,86.98,500,40,8,28
ApZErYr0XMwx,Kqgfn2UCqWA7,ohSnplkhmSF0,toys,188.8,36.65,10225,19,11,11
QySSlq0I8raS,lpchVaQ4H7nJ,VMcUj3BxBji6,toys,199.96,70.95,4700,30,30,20
PFB0wkJXJuB1,pXNt9d4F872m,TONxC5aLQqev,toys,399.2,2.46,400,16,5,16
AQW5L5aV0QUv,9awI7zf5nVeG,RKad98cTxhSb,toys,692,57.11,500,50,10,45
0jdrkbLXNh1E,wdV7yJzaz3Su,coi9xkdo66JI,toys,231.27,0.96,4338,17,12,14
LIxdBslHEZ7e,zJCg74cf7QTK,J8zCrgNURNmv,furniture_decor,142.2,51.54,200,27,10,12
87uN6qe1UNPa,dU6h7GPw23lZ,8cMMpAAFEsxE,toys,206,50.28,175,22,13,17
c9gQwMcm3RIc,0vbEvli2JYJu,RKad98cTxhSb,toys,493.9,86.73,1383,50,10,40
0FQ6AIRG7JN7,sA4SQfbO69eI,h5jBMl1c5nuX,toys,42.89,47.55,150,19,5,11
OZVFONnGfYSY,ZvqpPIcpiYHc,ItYhqrkUww7D,toys,154.88,41.33,922,30,15,17
oFRY3rjm5RqH,K35ErlmYxmP3,5FvGdji6skxT,toys,820,23.57,150,17,8,14
AYUR66w1e3SE,wChat0q7L6c9,1B2xMd2eH2aU,toys,745,59.1,500,20,6,15
AdT9ncHWlUQy,UgkSjxoiV9Ev,UOGIrJtSldvd,toys,56.89,29.14,2600,50,10,30
8EMLdsIYfVVb,XskArcnnb1fm,3W9I1ZMht6Z1,toys,23.1,59.93,767,29,11,23
fMkc0sPTEyUm,H6EbpVsFlm5M,AHG0TE6bRNNY,toys,139.9,7.52,200,19,19,19
sDTVEcZAVDUV,sk0NGg9tcLmG,TKLLXSshsm0b,health_beauty,36.65,61.25,200,16,8,11
P7f72SpkBNKw,1Ak6cbTO5BZF,kCtvFj5ogKgY,party_supplies,260,32.79,1550,23,17,18
pVvktvzHVI4D,Xoy6pQWdixj0,WmtMR3pMZ4JQ,party_supplies,399.2,13.92,400,32,15,15
CxaHtMSrU0Bz,nhu8jmeQlnGT,aJGB4B9Fdggp,stationery,142.14,157.5,800,20,50,40
pR84Gw6tNHnT,PCenCyoVuiiR,hmS6KkvxMbyF,toys,71.8,76.44,1250,43,15,38
ijmlmrfBAkWW,oM63q07fHmdT,AtrLVfFKyuAA,toys,106.74,79.16,950,35,3,30
OqmHCFqoy1Em,SeW2lg8f8CMx,56DLys9ECuwq,toys,161,20.9,100,20,20,20
UMl1hTcVjEwf,cITFpbZeDabV,J149QTU1F34n,sports_leisure,182.9,47.55,400,20,17,17
Jeiqp2cuRrly,Hs5d7mRQ6664,r1MWgvi27H4g,bed_bath_table,56.89,14.31,13350,20,20,20
A3WjnKL57dDA,O332ZRndALYI,yKLv906bPfTs,toys,2899,17.44,4800,22,63,22
MKZuI4G6DYzd,YH69uAzg4Tlw,IHL7YQnnU4LS,toys,518.18,39.68,400,25,10,30
1IYMnYxuNIP4,qDgjT36KwfcF,HPuxRyj1uNUP,furniture_decor,128.99,27.02,2500,40,10,30
FroLMR4VSzZt,tXxm6uoz57sQ,AvTLykupHOIB,toys,48.65,8.22,900,40,4,30
BEASDxymSORc,E9OiMOkPkNam,RsUgQvBvc24M,toys,155.4,19.67,335,17,11,16
e6pXTpzf6bee,7KYrvq4LINKF,qGa0MsnXTfV8,toys,133.9,62.81,1754,44,14,33
ckbaVhc64OP5,uDIWaQnuUe37,TuPm19CMKvrM,toys,117.56,61.32,350,25,15,15
e3jv3592oaDV,skZ3YTvYSKkn,1tQEjUJuOyJ8,toys,597.89,83.6,1500,42,8,32
zOi9ty9IqrKa,hrjNaMt3Wyo5,r7VxefoTVHbb,toys,692,46.76,1850,37,22,40
638g4JzWDZRb,KBLmvtyuwmIi,oI8R7WsNWWBc,toys,419.9,12.28,200,39,2,30
FQwqygsgTd54,dAz11YkQkoue,TuPm19CMKvrM,health_beauty,167,32.34,100,20,15,15
SZw9xhi4Brbg,X0XyLHmO7oTl,yKLv906bPfTs,housewares,24,5.24,1100,24,24,24
8UwiJVnzWnox,0vbEvli2JYJu,RKad98cTxhSb,toys,95.03,14.25,1383,50,10,40
SPNBCMUijHoJ,vnvcMJ2xQOX4,l1pYW6GBnPMr,toys,779.9,63.1,250,17,4,12
LxWUUaH3RlUR,6kbM887n8q53,yHsOFiqVrV1u,stationery,37.84,132.15,6100,60,20,29
qJc8r5LmPusG,jQ3wBWfxsciK,vJf4Jmjx31y3,toys,345,47.55,180,17,11,14
Yt6i72LetfZC,mLW3e88htVUA,RahwCaIfXjEq,toys,18.04,24.88,600,25,10,25
kVi73AGiOXwj,2m67LSn6k958,AvTLykupHOIB,toys,97.44,2.46,250,40,4,30
lr2ZnpaPbCeX,Xsde8fN95esB,bgjDgOSuQsll,food,26.77,15.77,375,20,12,15
PFnkl8VaNXqD,eCn74CpP6Mqt,l1pYW6GBnPMr,toys,548.35,6.87,350,17,4,12
bzaybd2Cjeg7,qpeu16wJOpdU,q1Q2n7nr6h9B,toys,89.1,79.88,900,40,6,35
i6NDRJ72Tnkm,SqfteQV7Y7sK,pmgltuNur5us,baby,93.55,72.18,4950,40,10,40
K3e12Zlh3GKN,3EkiQkIjxkcA,ZnWW0l6xqkcI,sports_leisure,164.98,133.15,200,21,21,21
S18uZadZzzkN,GfnR7T9DCWKl,J149QTU1F34n,toys,36.5,55.54,300,20,8,16
RMnYv60S9y5H,0z14e1a3djnv,nOpV5DDruGvj,toys,298.13,54.99,150,19,5,11
NjLg8xU954Gj,CJpLOPBwURSp,yJyItN8uakce,toys,106.74,28.28,14950,60,2,20
l8SsslNxrUsc,bfkYf8WcDtMl,ruq0u2ZpAMDr,toys,820.05,232.69,250,16,5,15
CmBunW8ISZof,VyvqSoUrvQ46,WTbhLip6Y9IF,toys,51.49,148.71,363,18,13,13
YjhaCbmdbQFr,pEOKGWW2dBY3,pAOttUyt5jAq,toys,97.44,31.09,300,16,30,20
kFRsIRc9Fq6X,P93z7sFftgsZ,WPPn7m3D0d3X,health_beauty,966.9,59.47,2300,33,10,16
JJ9Lof6VasyV,A77hLE3lJSqz,2Vzr14MB7bRD,toys,59.65,23.17,463,19,13,17
AvZiA16p65if,CquIEhsfL3WU,ruJhmKntc1UQ,toys,125.46,62.44,3500,52,7,55
p8fiG8iEDzJp,Sx9XdlgmwLM8,HQ4j3Fr6B61e,toys,578.9,20.79,7625,61,14,61
l10udWPF1HBf,7ChuJzq1prjT,7JtHJ8kiNtes,toys,133.05,55.54,150,19,8,11
migat8cVNAr1,smAsM5l7gSXP,Uhxp4jLBVzJq,toys,102.48,48.47,1225,35,15,38
ilKtKdjzoqfI,JCdfJbT3dMnM,oI8R7WsNWWBc,computers_accessories,1591.2,0.21,200,41,2,29
BWxOrgBQD2d7,8IhgV2nH9kXE,HaUIinFOemaU,health_beauty,17.95,33.25,700,25,12,19
2At8mIt7R5xs,vcwG9M8D6LL2,2jTASjIU2rIf,toys,459,39.02,2300,40,8,40
NUU69zvjgfJ7,UpBx9hw8qVhN,yJ785hbwK2Jx,toys,178,98.13,5450,23,24,23
B6Yyiaq5hCU3,XZolX0ioVuDB,16pMg4KJ3hIj,bed_bath_table,42.89,6.87,200,16,10,16
nbHzEN9zMfpL,Pb29t2XBfP6Q,2a07LobkzHUx,furniture_decor,176.97,21.19,700,35,4,30
hoo7eI1vMWMx,LZPUOjy9aMNA,MupiQOdYcPzC,toys,820.05,70.82,500,22,4,26
V5XxHlZMXxFA,f5WVnHyvbjL9,n1qBLUpDVOLU,toys,399.2,14.18,2000,45,12,45
26SB9dsLBz87,q96N3IhW0iPi,NQSslzhxLuGx,toys,820.05,20.9,550,19,8,11
UIudrNBU3BSc,DnLJScz4qdep,C6WhdSZuLC8r,toys,198.5,60.46,350,16,16,16
MImmWgZqbAqo,mSofL1rTMCdS,8cMMpAAFEsxE,toys,83.36,61.32,275,21,54,16
835VhVPTROWG,Ej8er56uxCT9,GzhXw6dOOJKc,toys,125.46,6.31,1250,41,24,11
JqTndLtfSh65,7Fw4hpAZIcLx,2ZJaGRSW74BZ,office_furniture,169.99,48.04,16750,58,28,58
cIT83sSNHOCT,czROIxe0W1vo,JnBNiGbt4dPz,toys,399.2,21.04,285,17,10,13
vod42tVMOn5r,yJWyEKOBxxEB,bVKov2rAMPkF,drinks,22.48,28.09,2775,16,38,11
wpxxZv51N12F,oqGDq7vSfTjD,N6rpW1mKL1wz,auto,83.36,51.45,398,18,10,15
7c6aShWSfX0c,yt94gazerMbN,i2VPd2aaDnzs,toys,128.99,27.02,1000,60,15,15
91vp1fA6P7Lj,R5BatsiQWuWN,GwHrbZ3UqSSL,toys,106.74,116.88,300,22,7,14
ZNP8mJoHSRnm,g36P2rMxRUvj,LA88X5ikfeVf,toys,43.44,57.22,500,30,8,30
xQenb7vayFSG,B6iPUeo0Hmep,yHsOFiqVrV1u,toys,42.89,47.55,300,40,10,25
U1Gxqxe30qgO,EZ5XUjJnkW9a,LWDhDrMk55bN,small_appliances,1169.44,78.81,1500,22,29,13
n3SZOkU92VQj,UgkSjxoiV9Ev,UOGIrJtSldvd,toys,56.89,18.41,2600,50,10,30
PbgI3EAgKWtN,gKjWHaPpeDeX,72mgEDdAamG4,stationery,97.44,34.33,100,18,5,20
Gwr9r9AgZkhU,HaqZA9nsbCcb,aYMzRgxPxhUL,auto,212.33,10.32,250,16,6,15
wZG9hTZZiRQc,64cmKUWMixz8,O04i82YS0uAJ,toys,53.99,171.88,600,20,13,13
Y6Dy0W2jgNXJ,Ywc0hwcu16m6,dihwpSHrqtI2,toys,29.9,17.38,850,20,20,20
Y7KD3MYikgM1,kktXNGIh1TrV,3EIRvF91uvoZ,toys,2799.65,73.56,5900,46,20,46
WkuF7DfPxtkD,3jMI3zLAzDkt,IDzNWbxrXbf5,toys,399.2,14.25,250,17,2,14
jQ23eXeoLPJN,5M74UNC9Nq9x,A7s2wiNKJ3HW,toys,251.92,47.55,1450,50,2,37
0jE2Nt9COMCo,XqmdGKRbTetH,P2nCHWuo0HC0,toys,113.49,70.95,160,19,11,14
gdVYVN2K1pow,UgkSjxoiV9Ev,UOGIrJtSldvd,toys,56.89,38.17,2600,50,10,30
Jmboev3fRoxt,9NwzO0Pm0fDM,r7VxefoTVHbb,toys,2899,96.55,1550,30,22,30
yS7KpUB2y3c5,WTNxQTRXD3nz,Rfeq19yDD0ad,toys,140.12,92.03,450,17,12,12
lAQrEsTLHiVG,8NQnTHAQz4sz,A7s2wiNKJ3HW,toys,42.89,23.6,100,20,13,15
4J1OKAxp2SEm,VLk212185V7A,pxyYUYfBOHRj,toys,514,56.27,600,33,28,41
SecB7fl65LFy,DymSbRzaGqW1,zJ3SwI2mUhDZ,perfumery,659.49,20.9,200,16,12,20
L1FpeJms4kFt,wRi55V2S4LeS,ruq0u2ZpAMDr,toys,109.82,19.67,500,50,11,40
MazdIu6S9A89,K2Hnms7jPZLN,RKad98cTxhSb,toys,34,209.63,600,45,15,35
engABshtZ3a9,XDxn5FaXKlua,8mVLKV0XOTsx,toys,15.27,13.18,2650,40,7,60
WDjHI6VIBLRA,XFApqTRXHXw2,mGXYPuvjUjtM,sports_leisure,399.2,20.9,100,16,13,16
W0oMHzGrWMtp,Mn5rxwsJ7qI3,1B2xMd2eH2aU,toys,25.9,16.03,668,21,25,21
rdoPeU9du6MP,BQCanxYKsEKG,YYXMiqTJbeNf,toys,42.79,21.06,1500,40,20,20
VAjy2Au6WvLB,mWyTbqd0NAJH,vxQT8FlJeDdN,toys,77.08,2.45,275,21,3,15
rKod1An1RxBP,F9qUi1ijfpZe,JBskBqYkS31O,toys,49.38,146.3,500,30,19,17
iaJwT7AyWOKF,7u5gz0Bc37Ei,YRYlK9uqyLE6,toys,231.27,66.9,450,23,8,15
kvw8hRaAyjj4,Q0pkzQwaGc0u,yHsOFiqVrV1u,toys,60.09,74.58,9850,30,19,60
tSzAqggC91zb,vfT9jCM5aVFN,Rfeq19yDD0ad,toys,28.82,65.58,550,16,16,20
u1YRk7THJmhP,wdV7yJzaz3Su,LLty41IbV7xo,toys,197.13,16.34,4338,17,12,14
eoMxWH8CZGDz,O1PMavRxjPRp,NPzG9GmZi6FT,toys,148.5,56.94,550,21,10,15
WTPbxQNuujfu,NEp5xYURUfe0,YYXMiqTJbeNf,cool_stuff,56.89,7.01,400,18,14,14
k3e2bigF1vIx,pKxOnQZkDwOQ,WJRLMLfPKbsX,toys,692,25.26,1800,30,50,30
FGo5k2Gfx8OG,SitPMWGsmpa4,WUOUhAYcu4tr,toys,13.97,110.14,450,20,20,20
ZJHrt3ssYG4P,GGQvhbIFLiw3,fdzqBJYl6Pc6,sports_leisure,107.63,21.22,200,17,10,11
bUocMkSUdC9Y,1Q5hAjifiRaE,9glrjePowgzM,toys,359.6,41,1150,30,10,30
RH1DIdgj3KAb,GWmgJyhL5Ub5,CmuvJSvvdP6e,toys,111.27,47.55,150,16,9,19
XRFspK8ARA6N,tsdhsvFdqfMu,7JtHJ8kiNtes,toys,111.27,92.95,150,19,4,20
PNrBsMAdCGFm,PNxV7rsy2fgg,73jr4z4JJLzT,toys,509.99,70.82,150,16,5,20
FHAphgDNPcFw,YvcSbSubAOJL,78sV6I5nExj0,furniture_decor,266.55,30.1,7000,25,25,25
eImCArVm9zJ5,PDlUtyY4HEpq,NPzG9GmZi6FT,toys,178,42.48,650,30,10,20
VvKCx5ic8Y3j,MAIxVyMgmP1X,PwwvbTLHjqnO,toys,84.85,25.87,550,30,30,30
empf07zLsnnH,SESkOgF0nWnh,YVBAT3QqF9Qj,cool_stuff,89.1,10.28,1600,42,25,15
lpOYZzYo5Yqw,Q7PB2uvDhqB8,YVBAT3QqF9Qj,toys,71.8,12.59,4475,44,24,31
iBRsatzc9J7i,q6zni6G5KCcE,fKNESjLeQi3a,toys,257.6,47.55,1800,25,14,23
tQrVGx62NLTs,Wbs73LMPQqwz,uCtaxkvryj0V,housewares,1899,82.7,300,20,11,15
m5sphg2wYJNw,mkvUVzQpGseo,OnC6iPAbNc8Z,consoles_games,319.29,60.81,150,22,26,25
1ajblNfsBkUV,C4MNIZebz8wg,5Ja2lH0N2OZt,toys,2139.99,34.79,1582,31,31,35
mhMxybtTBVsC,IfXaP31E0HlB,m6IJZtqbZBZn,toys,15.27,89.55,250,20,8,13
srebthYQ1LMB,e08Qc9WaQSZc,uWD9LoTnGKSE,toys,136.89,64.26,1200,37,9,30
zETAkZJm3Iw1,VYYK0JkNwfhJ,8Wa4TXXm4Hcx,toys,127.77,23.6,358,16,6,17
gfwIG9TKGykb,EmehhOWAUKL3,SgeUigb5Vbiv,toys,518.18,7.52,175,16,11,11
32w98r8voh20,6mLtk0isXP7F,IGoeQwwK50pZ,luggage_accessories,60.09,14.63,10700,40,100,16
dNLLJS1oszQy,p2WRSb4eQOm0,N3mXcgGOiRpF,toys,132.3,27.37,5900,105,8,27
rbDjlV09QnjK,HpaXn6j0NvuV,hZDPWQ7DEz8I,toys,146.5,38.82,115,16,13,11
1cYby1lN6Non,tQnyfyn6zs4H,Six0iLhdF6CB,toys,109.82,17.38,450,86,3,16
iuVUSHZQBW9L,70qYOKEeXBeI,hLW5pG3JWHbF,toys,495,4.01,700,43,7,30
KGx7MnxLkKNz,OXtLyD0Rquqm,Ee4IZ22aaNeX,toys,50.21,49.72,250,17,11,13
No8TT55FzbEE,QdPJ5oKQ7ZzK,mwGJ72vS4HBC,toys,164.98,55.54,200,20,5,20
77uzPe8ARGDc,lnMZUub09dwh,Uhxp4jLBVzJq,toys,358.8,51.45,1300,30,10,30
HqfaPGAUblJU,zCuOGN9gGrcg,2u7k61LiSKc4,toys,156.25,26.49,7000,20,62,35
fc4UHwOoO3FV,YG7qG1MQlhjp,3t74Pe6EQyNu,toys,206.57,19.65,200,18,3,20
mehw1GzX4bgR,knZmXk7wzXxJ,NFPOVrRBLnvS,toys,189.4,43.04,750,18,30,11
z8ujUodJKDcI,GrlO2xmgCJ6P,OdnRCxXEzI4n,toys,94.56,47.31,1500,33,25,11
fJsWarHXeCMd,E0wO0I28vexS,2Vzr14MB7bRD,health_beauty,692,19.96,371,20,16,16
DHznPCSr7xkJ,kRLCgEVGS08o,dikNaTlK8yGG,toys,33.41,22.47,350,16,4,11
fXhNyWkPZYlr,rQgSMxmlXGkG,ruq0u2ZpAMDr,bed_bath_table,95.03,56.65,1650,44,2,35
peiTYMWMqNy4,hVg01gpSgJTC,yHsOFiqVrV1u,stationery,2899,64.26,500,30,19,30
IhYSw8yaHgQm,AY1YT9dYqUDV,yOHHC1UUl2d5,toys,104,44.73,250,19,10,22
rlGEtgs5cKct,7IfEqKdKlG9j,16pMg4KJ3hIj,toys,87.9,47.55,200,16,10,16
ItLbVjMySx3Q,d6kSI7IbUMfW,5YpZRhwM0e0V,toys,493.9,88.69,371,17,17,12
qZtAwxNFeoda,BwXHQavz1XRk,KMUPLmVqQPcw,watches_gifts,14.82,61.31,547,21,12,16
15qj1yr1JIJT,JvnxUt0y8gFM,UGCjf2WS6Uvy,toys,101.75,14.67,575,33,19,19
2Oae0kmcPZjE,wdV7yJzaz3Su,coi9xkdo66JI,toys,155.4,56.92,4338,17,12,14
L11qZTba3Xsh,MmHTvnId1B6M,WTbhLip6Y9IF,toys,849.5,42.06,200,16,12,12
Dt3gBDOpes5j,Gjw96XGleQPs,QNwKKOA9Ndbm,toys,399.2,60.81,1075,21,19,19
acTW0w2pTNMB,DWI07vcxaNPj,UOGIrJtSldvd,toys,404.88,62.88,3100,45,28,26
qBzxEVXMLLbg,tCUV6sOvY4eR,s9PULoMk80qE,toys,56.89,29.14,2350,20,20,20
Cet6cKEqi3Xx,wEXYeIBMtNpz,7qJpsaaCZOk2,toys,319.29,66.32,1700,65,6,50
WOCJvpFxHTRy,ze5QpkBiFLIt,lthqXs7LwkJD,office_furniture,257.6,35.74,650,40,11,11
Nn5dSluFn99D,Ndv7wY4mudw1,EGW4UK5bOeEZ,toys,151.99,86.74,3875,35,52,34
dqzAoKJL6M57,DBNWuPBAp8fw,sevytuBWdSFl,toys,509.99,55.54,350,20,2,26
hVbJCQsWzyp4,Gvk6GWtgVh4r,NPzG9GmZi6FT,toys,91.33,110.61,887,30,22,20
6V5LOhTYvnvs,mlh1QSbPODrn,T7OJcZtdnwO5,toys,56.89,33.16,800,42,36,25
h2PGrB7heceJ,sCONCvmO1cEY,0Mzbc3aACMOQ,computers_accessories,136.9,12.16,6550,20,20,20
i38R2PUUeF1l,z5G2r1LqdywQ,XetaGofaJgVq,sports_leisure,13.97,60.74,2150,105,15,15
y47izpB0h1LU,smAsM5l7gSXP,Uhxp4jLBVzJq,toys,102.48,75.35,1225,35,15,38
sr0fgiCM7le0,z9Y5BDeXhAc2,nt1w9AssyxfU,perfumery,100,25.87,450,20,20,20
t89g2BoO2Akg,pwYcgnwRd3Ie,2rMpyCyw7h88,toys,149.08,6.44,255,16,12,13
E8235COQST7i,DwErrH6eI5GJ,0Mzbc3aACMOQ,toys,676.97,53.53,7650,20,20,20
sVwxiFHSrIxD,UpGKJPgZpAVE,uywRyoD4KkF1,pet_shop,28.7,22.18,900,30,12,30
JLvhk2PW9qrr,2GK8M10W1aPJ,UsPT5m7V2m8I,toys,126.69,41.41,50,16,4,11
3tLHs3kQafff,Hs5d7mRQ6664,r1MWgvi27H4g,bed_bath_table,128.99,22.68,13350,20,20,20
kLGxP21QgVJZ,NOt1FO6Ocb2f,2Vzr14MB7bRD,health_beauty,849.5,37.91,350,16,10,20
GTWyXNUp4LET,jRtZr8icQgiw,2v0gTzEWz4Yb,toys,299.98,68.39,1500,30,20,60
OgJxVlnd7EpM,aBvy2DT9qqRU,quRHu0B8Aaes,toys,252.99,24.83,3400,62,27,17
nCO66UwpH09E,2H8n6x4BSkuT,vlLUp3U56e8x,computers_accessories,107.63,27.62,200,21,14,15
vZI7KexJKFHF,5J7az1rwth4i,yGbPyLPc8PmT,toys,1094.04,7.67,250,16,2,20
XLGaSFVx3TxN,ZfV2vEvVGCgr,WeVJcjA8H5qT,fashion_bags_accessories,13.97,26.98,2250,22,15,20
YtZC6JOLmUgC,CYgwtazsjM0Y,2jTASjIU2rIf,toys,265.9,161.82,1400,25,9,26
S1Lc6fqrZTGW,ssZQDTdv1ISb,Zj36u9uWzYUi,toys,49.76,47.39,400,34,4,22
FPU29825tlhb,Ldu3cUpc6aQF,yrRN2gKIgYet,toys,820,61.32,600,19,13,20
gop1tLOdRhQx,LZV6YO8ntueH,lbmduirZT5rh,toys,149.33,171.5,150,16,10,11
w1lghzOi5rr7,LccJaQik0sDI,ux1d7N0zioFv,toys,104.8,74.49,1450,34,12,40
7JI9dnbsMDaZ,DoqKbGSazgDb,p7zV0UTQOu6w,office_furniture,29.95,18.21,8400,25,23,37
bwjF3Nwrtaqo,AYs554NguRFz,yGbPyLPc8PmT,toys,161,32.34,200,16,2,11
KFbTXHvkxND3,fzSHRT7wfD1T,pgzEZp7qYHHI,toys,359.6,22.59,8325,43,14,33
